식품명,No.,SAMPLE_ID,성분,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),면,스프
우리밀해물라면,117,P023726-ZZ-AVG,,㈜새롬식품(완주공장),2019,가공식품,유탕면,P023726,식약처('19),114,530.0,-,14,21,73,5.0,1490.0,10,10,-,0,"밀가루48.8%(국산),감자전분25.3%(감자:국산),팜유(수입),글루텐(프랑스산),볶은소금(국산),구아검(수입),비타민B2(국내가공)","시원한해물스프98%{해물맛베이스[해물맛베이스분말,덱스트린,포도당,가염게농축분말(게:국산),쇠고기야채혼합분말(쇠고기:국산),홍합농축액(홍합:국산),효모추출물,굴농축액(굴:국산),새우분말(새우:국산),올레오레진파프리카,올레오레진시컴],정제염,정백당,양파분말(양파:국산),마늘분말(마늘:국산),청양고춧가루(청양고추:국산),흑후추분말,고춧가루(고추:국산)},정제염,정백당,동결건조오징어29.4%(국산),건당근19.6%(당근:국산),건미역19.6%(국산),건새우11.8%(국산)"
부숴먹는라면,118,P023731-ZZ-AVG,,㈜새롬식품(완주공장),2019,가공식품,유탕면,P023731,식약처('19),100,415.0,-,10,15,60,1.0,850.0,0,6,-,0,"쌀가루41.141%(국산/유기),감자전분 28.284%(국산),팜유(말레이시아산),글루텐,태움용융소금(국산),구아검,비타민B2","라면과자스프[쇠고기야채혼합분말{정제소금,유기농설탕,알파미분,한우소고기분말(한우정육100%,국산),효모추출물},유기농포도당,된장분말{된장(대두:국산,우리밀:국산)},우리밀짜장가루{우리맛진춘장(우리밀:국산),흑미분말(국산)},태움용융소금(국산),한우소고기분말(쇠고기:국산),양파분말(국산),마늘분말(국산),황금울금분말(국산)]"
감자해물맛라면,119,P023732-ZZ-AVG,,㈜새롬식품(완주공장),2019,가공식품,유탕면,P023732,식약처('19),100,510.0,-,15,22,63,2.0,1400.0,0,9,-,0,"감자전분50% (감자,국산), 팜유(말레이시아산),글루텐(밀), 변성전분, 감자분말 3% (감자95%, 국산),쌀분말, 태움용융소금, 감미유-R(대두), 산도조절제, 구아검,혼합제제(탄산칼륨,탄산나트륨,피로인산나트륨),비타민 B2","쇠고기맛분말 [매운맛쇠고기분말(쇠고기, 국산), 쇠고기농축분말J, 정제염, 식물성가수분해단백, 정백당), 고추맛분말 (정제염, 매운맛쇠고기분말, 고추분(국산), 조미양념분P,정백당), 된장맛분말[정백당, 불활성건조효모, 정제염, 분말된장(우리콩된장(대두, 밀, 국산)), 마늘분(국산)], 정제염, 정백당, 동결건조오징어29%(국산), 건파(국산), 건당근(당근(국산),포도당), 건미역(국산), 건새우11%(국산)"
한살림우리밀라면,120,P023757-ZZ-AVG,,㈜새롬식품(완주공장),2019,가공식품,유탕면,P023757,식약처('19),110,515.0,-,13,22,66,3.0,1600.0,0,8,-,0,"밀가루48.754%(밀:국산),감자전분25.261%(국산),팜유(말레이시아산),글루텐(프랑스산),태움용융소금(국산),구아검,비타민B2","쇠고기맛양념[정제소금(국산), 간장분말I{아미노산간장3호(탈지태두:인도산), 정제소금(국산), 물엿}, 설탕, 간장베이스-디200{액상가수분해식물성단백질(탈지대두:인도산), 팜유(말레이시아산)}, 덱스트린], 정제소금(국산), 백설탕, 건표고버섯(국산),건파(국산),건당근{당근(국산),포도당},건미역{(미역:국산), 천일염}"
토종밀앉은뱅이밀라면,121,P023769-ZZ-AVG,,㈜새롬식품(완주공장),2019,가공식품,유탕면,P023769,식약처('19),100,513.0,-,13,19,73,3.0,1870.0,0,9,-,0,"앉은뱅이 밀가루,감자전분,볶은소금,팜유(말레이시아산)","고춧가루,양파분말,마늘분말,청양고추분,생강분말,정제염,건표고버섯,건당근,건파,건미역"
채식청정면,122,P023771-ZZ-AVG,,㈜새롬식품(완주공장),2019,가공식품,유탕면,P023771,식약처('19),114,520.0,-,15,19,73,4.0,1350.0,0,9,-,0,"감자전분(독일산), 변성전분, 팜유(말레이시아산), 밀가루15%(국산), 글루텐(밀), 소금, 감미유-R, 산도조절제, 구아검, 혼합제제(산도조절제), 비타민B2","채식분말베이스-2{정제염, 덱스트린, 정백당, 볶음고추분-2[대두유(대두)], 간장베이스 디200), 정제염, 정백당, 건표고버섯(국산), 건미역(국산), 건당근(당근(국산), 포도당]"
삼육채식라면(순한맛),123,P023774-ZZ-AVG,,㈜새롬식품(완주공장),2019,가공식품,유탕면,P023774,식약처('19),110,465.0,-,14,16,69,3.0,1760.0,0,8,-,0,"감자전분(독일산), 팜유(말레이시아산), 현미가루(국산)15%,밀글루텐, 변성전분, 식용유지가공품,정제소금,산도조절제,구아검,면류첨가알칼리제(탄산칼륨,탄산나트륨, 피로인산나트륨),비타민B2","채식스프키베이스[정제염, 간장분말1, 백설탕, 당근분말(국산)7.14%, 식물성분해단백성분}, 정제소금,백설탕,건표고버섯(국산)35%, 건파(국산)35%, 건당근당근(국산), 포도당}20%, 건미역(미역:국산,천일염)10%"
우리쌀로 만든 짬뽕라면,124,P001322-ZZ-AVG,,㈜새롬식품(완주공장),2017,가공식품,유탕면,P001322,식약처 영양실태조사('17),117,520.0,-,-,-,-,6.0,2191.0,-,-,-,-,"감자전분(국산), 팜유(말레이시아산),쌀가루15.2%(유기농,국산 ),글루텐,변성전분, 태움용융소금,식용유지가공품,산도조절제,구아 검,면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산나트륨),비타 민B2","해물맛키베이스-2 98% (홍합맛분말-1(홍합:국산),정제 염,덱스트린,백설탕, 간장분말1),정제소금,백설탕, 동결건조오징어29.13%(국산),건미역(미역:국산),건파(국산),건당근(당근(국산), 포도당), 건새우11.65%(국산)"
우리쌀로 만든 채식비빔면,125,P001323-ZZ-AVG,,㈜새롬식품(완주공장),2017,가공식품,유탕면,P001323,식약처 영양실태조사('17),135,605.0,-,-,-,-,17.0,1361.0,-,-,-,-,"밀가루(밀,국산), 유기농팜유17.99%(콜롬비아산), 변성전분, 글루텐, 쌀가루9%(유기농100%,국산),식염, 감미유-R(대두), 산도조절제, 구아검, 혼합제제(탄산칼륨,탄산나트륨,피로인산나트륨),천연착향료(해바라기유, 로즈마리엑기스), 비타민B2","순우리밀고추장[우리밀35%(국산), 고추분15%(국산), 조청, 식염,주정], 구수한 쌀조청[쌀97.4%(국산), 맥아],발효식초(현미, 엿기름, 종효모, 종초산균), 백설탕, 정제소금, 고춧가루, 우리밀진간장(우리밀, 대두, 조청, 식염,주정), 마늘, 양파, 참기름, 생강즙, 김"
우리밀 김치라면,126,P000599-ZZ-AVG,,㈜새롬식품(완주공장),2016,가공식품,유탕면,P000599,식약처 영양실태조사('16),113,500.0,-,-,-,-,3.0,1800.0,-,8,-,0,"밀가루30.367%(국산), 감자전분(국산), 변성전분, 팜유(말레이시아산), 글루텐, 식용유지가공품, 태움용융소금,산도조절제,구아검,면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산나트륨), 비타민B2","쇠고기장국맛분말[정제소금(국산),설탕,덱스트린, 간장맛분말{아미노산간장3호(탈지대두:인도산), 정제소금, 물엿, 간장베이스-디200, 조미브로스-엔엠, 이스트엑기스KAO2, 된장분말, 비프맛인핸서분말, 조미양념분P, 흑후추분말,마늘분말, 5-리보뉴클레오티드이나트륨, 조미양념분C, 고춧가루, 지미맛분말, 제3인산칼슘, 알멕스-1000, 한우소고기분말0.04% (한우정육100%, 국산)], 건조김치80%{김치(절임배추:국산,고춧가루(국산),포도당건파(국산)"
요괴라면 봉골레맛,127,P023734-ZZ-AVG,,㈜지앤씨에프에스,2019,가공식품,유탕면,P023734,식약처('19),110,440.0,-,8,10,79,5.0,1860.0,3,5,-,0,"소맥분(밀:미국산, 호주산), 변성전분, 감자전분, 정제염, 글루텐, 감미유S, 면류첨가알칼리제(탄산칼륨, 탄산나트륨, 피로인산나트륨), 양파농축액, 구아검, 산도조절제, 비타민B2, 팜유(말레이시아산","봉골레베이스분말{바지락엑기스분말(바지락 /중국산),마늘베이스(마늘/중국산), 치킨시즈닝분말(닭고기/국내산), 홍합엑기스분말(홍합/국내산), 덱스트린), 백설탕, L-글루탐산나트륨(향미증진제), 찰옥수수전분, 정제소금(국내산), 볶음마늘분말, 고추후레이크, 이산화규소, 풋고추풍미료, 호박산이나트륨, 갈릭오일, 후춧가루, 5-리보클레오티드이나트륨, 잔탄검, 파슬리후레이크, 채종유"
요괴라면 크림크림맛,128,P023759-ZZ-AVG,,㈜지앤씨에프에스,2019,가공식품,유탕면,P023759,식약처('19),120,460.0,-,9,9,76,9.0,1150.0,5,8,-,0,"소맥분(밀:미국산, 호주산), 변성전분, 감자전분, 정제염, 글루텐, 감미유, 면류첨가알칼리제(탄산칼륨, 탄산나트륨, 피로인산나트륨), 양파농축액, 구아검, 산도조절제, 비타민B2, 팜유(말레이시아산)","크림베이스분말{알파미분(백미/국내산), 치즈혼합분말(자연치즈/미국산50%, 호주산50%), 전지분유, 프로크림K, 백설탕), 포도당, 유청분말(우유/외국산:칠레, 핀란드, 미국), 버터혼합분말, 건마늘분말, 조미효모분말, L-글루탐산나트륨 (향미증진제), 건양파분말, 후춧가루, 고추후레이크, 5-리보뉴클레오티드이나트륨, 파슬리후레이크"
요괴라면 국물떡볶이맛,129,P023760-ZZ-AVG,,㈜지앤씨에프에스,2019,가공식품,유탕면,P023760,식약처('19),110,455.0,-,9,14,76,9.0,1430.0,3,7,-,0,"소맥분(밀:미국산, 호주산), 변성전분, 감자전분, 정제염, 글루텐, 감미유S, 면류첨가알칼리제(탄산칼륨, 탄산나트륨, 피로인산나트륨), 양파농축액, 구아검, 산도조절제, 비타민B2, 팜유(말레이시아산)","떡볶이시즈닝2호(백설탕, 정제소금(국산), L-글루탐산나트륨, 북어추출농축분말(명태/러시아산), 간장분말NM(대두/인도산)], 고춧가루(고추/중국산),볶음고추장에스믹스(볶음고추장S-29NM베이스[소맥분(미국산, 호주산), 고춧가루(중국산)], L-글루탐산나트륨, 정백당, 정제소금, 올레오레진파프리카), 혼합양념분말, 건양파분말, 후춧가루, 이산화규소, 무즙분말, 건마늘분말, 5-리보뉴클레오티드이나트륨(향미증진제), 건파, 고추후레이크, 파프리카추출색소, 채종유"
요괴라면 매운볶음맛,130,P023780-ZZ-AVG,,㈜지앤씨에프에스,2019,가공식품,유탕면,P023780,식약처('19),110,485.0,-,11,15,78,5.0,1650.0,0,0.8,-,0,"소맥분(밀:미국산,호주산), 변성전분, 감자전분, 정제염, 글루텐, 감미유S,면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산나트륨), 양파농축액,구아검,산도조절제,비타민B2,팜유(말레이시아산)","직화풍미육베이스[쇠고기육수농축액(쇠고기/호주산), 양조간장(대두/인도산,밀/미국산),무(국내산),소고기분말{쇠고기분해액티(우정육/호주산)],물엿],설탕,L-글루탐산나트륨 (향미증진제), 배퓨레,정제수,식물성풍미분말MF, 당근(국내산),고춧가루, 참기름, 아세틸아디핀산이전분, 양파퓨레농축액, 음고추풍미유,액상카라멜,마늘퓨레농축액,5'-리보뉴클레오티드이나트륨(향미증진제),흑후추분말"
gomgom호로록매콤라면,131,P072751-ZZ-AVG,,(주)팔도,2021,가공식품,유탕면,P072751,식약처('21),86,365.0,-,6,11,60,2.0,1570.0,0,6,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산), 변성전분, 감자전분(독일산,덴마크산),감미유S,정제염,글루텐,야채풍미액, 면류첨가알칼리제(탄산칼륨, 탄산나트륨, 피로인산나트륨),구아검,산도조절제, 알긴산프로필렌글리콜, 녹차풍미액,비타민B2","정제염, L-글루탐산나트롱(향미증진제),핫베이스분말, 건당근, 건양배추,조미비프후레이크, 육수풍미분말, 설탕,매운풍미분, 고춧가루,쇠고기장국분말,복합간장조미분말, 포도당, 불고기맛분말, 소고기전골, 사골엑기스분말,간장분말,풍미유베이스분말, 다대기베이스분,양념소고기맛분말,매운양념분말, 고풍미쇠고기맛분말, 고농축간장분말,건파,향미증진제, 건홍피망, 조미마늘분, 무우즙분말,산도조절제, 파프리카추출색소,비프시즈닝오일,흑후추분말"
gomgom호로록짜장라면,132,P072752-ZZ-AVG,,(주)팔도,2021,가공식품,유탕면,P072752,식약처('21),86,380.0,-,6,13,60,5.0,810.0,0,5,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산), 변성전분,감자전분(독일산,덴마크산),감미유S,정제염,글루텐,야채풍미액, 면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산나트륨),구아검,산도조절제, 알긴산프로필렌글리콜,녹차풍미액, 비타민B2","짜장시즈닝분말, 설탕, 고지방분말, 소고기맛조미후레이크,볶음양파분말,건당근,지미베이스,정제염, 불고기맛분말,볶음조미분, 건양배추,건청경채, 돈골농축분말, 감칠맛조미분, 카라멜색소, 대두유, 전분"
gomgom호로록짬뽕라면,133,P072753-ZZ-AVG,,(주)팔도,2021,가공식품,유탕면,P072753,식약처('21),86,360.0,-,6,11,59,3.0,1570.0,3.5,5,-,0,"소맥분(미국산, 호주산), 팜유(말레이시아산), 변성전분, 감자전분(독일산,덴마크산),감미유S,정제염,글루텐,야채풍미액,면류첨가알칼리제(탄산칼륨,탄산나트륨,피 로인산나트륨,구아검,산도조절제, 알긴산프로필렌글리콜,녹차풍미액, 비타민B2","정제염,L-글루탐산나트륨(향미증진제), 짬뽕베이스분말,건청경채, 고농축간장분말, 건양배추, 설탕,건당근,양조간장분말,간장분말, 사골엑기스분말, 장국베이스,해물짬뽕분말,맛나베이스,오징어조미분말, 매운양념분말, 매운풍미분, 조미마늘분, 새우분말, 혼합조미료, 다대기 베이스분,건목이버섯,건오징어, 산도조절제, 향미증진제,철판향 미유, 파프리카추출색소, 조미맛분,생강풍미분말"
강릉교동반점직화짬뽕,134,P072754-ZZ-AVG,,(주)팔도,2021,가공식품,유탕면,P072754,식약처('21),110,450.0,-,10,15,69,6.0,1770.0,8,6,-,0,"소맥분(호주산, 미국산), 팜유(말레이시아산), 변성전분, 감자전분(독일산, 덴마크산), 감미유 S, 정제염, 야채풍미액, 글루텐, 면류첨가알칼리제(탄산칼륨, 탄산나트륨, 피로인산나트륨), 구아검, 산도조 절제, 알긴산프로필렌글리콜, 녹차풍미액, 비타민B2","짬뽕페이스트, L-글루탐산나트륨(향미증진제), 해물짬뽕 분말, 건양배추, 건청경채, 설탕, 정제염, 육 수풍미분말, 정제수, 낙지볶음페이스트, 철판향미유, 짬뽕맛베이스, 돈골농축분말, 혼합야채엑기스, 조미 간장양념분, 건오징어, 조미비프후레이크, 볶음고추분말, 양조간장, 조미분에이, 매운양념분말, 맛나베이스, 간장 분말, 고춧가루, 볶음양념분말, 변성전분, 양파농축액, 파프리카추출색소, 향미증진제, 새우분말, 이산화규소, 청양고추엑기스분말, 생강풍미분말, 구아검, 덱스트린"
공화춘 삼선짬뽕,135,P072755-ZZ-AVG,,(주)팔도,2021,가공식품,유탕면,P072755,식약처('21),110,505.0,-,9,22,68,3.0,1690.0,15,8,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산),감자전분(독일 산,덴마크산), 변성전분, 정제염, 글루텐, 감미유S 야채브로스, 면류첨가알칼리제(탄산칼륨,탄산나트륨,제이인산나트륨),구아검,산도조절제, 녹차풍미액, 비타민B2, 알긴산프로필렌글리콜","공화춘짬뽕블럭(양배추, 양파, 덱스트린, 피망, 오징어엑 기스), 정제염,L-글루탐산나트륨(향미증진제),볶음씨즈닝분 말,짬뽕맛베이스, 해물짬뽕분말, 풍미유베이스분말, 새우분말, 오 징어조미분말, 설탕, 초미양념분, 혼합조미료, 맛나베이스,조미 분에이, 포도당, 고춧가루,덱스트린, 홍합엑기스분말, 미더덕엑 기스분말, 이산화규소, 조미마늘분, 향미증진제, 초미맛분, 생강 풍미분말, 아미노산혼합제제(영양강화제, 향미증진제), 파프리 카추출색소, 매운맛풍미유"
